128.365, 129.490, 1.450, 30.150 False
128.295, 129.490, 1.371, 30.200 False
128.228, 129.490, 1.296, 30.250 False
128.165, 129.490, 1.226, 30.300 False
128.106, 129.490, 1.159, 30.350 False
128.050, 129.490, 1.096, 30.400 False
127.997, 129.490, 1.036, 30.450 False
127.947, 129.490, 0.980, 30.500 False
127.899, 129.490, 0.927, 30.550 False
127.854, 129.490, 0.876, 30.600 False
127.812, 129.490, 0.829, 30.650 False
127.772, 129.490, 0.784, 30.700 False
127.734, 129.490, 0.741, 30.750 False
127.698, 129.490, 0.701, 30.800 False
127.664, 129.489, 0.663, 30.850 False
127.632, 129.489, 0.627, 30.900 False
127.601, 129.489, 0.593, 30.950 False
127.574, 129.489, 0.506, 31.000 False
127.551, 129.489, 0.461, 31.050 False
127.531, 129.489, 0.371, 31.100 False
127.513, 129.489, 0.350, 31.150 False
127.498, 129.489, 0.278, 31.200 False
127.484, 129.488, 0.271, 31.250 False
127.472, 129.488, 0.235, 31.300 False
127.457, 129.488, 0.321, 31.350 False
127.435, 129.488, 0.454, 31.400 False
127.407, 129.488, 0.570, 31.450 False
127.374, 129.488, 0.674, 31.500 False
127.337, 129.488, 0.749, 31.550 False
127.295, 129.488, 0.863, 31.600 False
127.244, 129.488, 1.078, 31.650 False
127.181, 129.488, 1.319, 31.700 False
127.104, 129.488, 1.588, 31.750 False
127.015, 129.487, 1.840, 31.800 False
126.914, 129.487, 2.079, 31.850 False
126.801, 129.487, 2.310, 31.900 False
126.677, 129.487, 2.545, 31.950 False
126.542, 129.487, 2.783, 32.000 False
126.394, 129.486, 3.024, 32.050 False
126.234, 129.486, 3.266, 32.100 False
126.063, 129.486, 3.508, 32.150 False
125.879, 129.485, 3.749, 32.200 False
125.683, 129.485, 3.989, 32.250 False
125.476, 129.485, 4.227, 32.300 False
125.256, 129.484, 4.464, 32.350 False
125.025, 129.484, 4.699, 32.400 False
124.782, 129.483, 4.926, 32.450 False
124.529, 129.483, 5.135, 32.500 False
124.267, 129.483, 5.314, 32.550 False
123.996, 129.482, 5.465, 32.600 False
123.720, 129.482, 5.580, 32.650 False
123.438, 129.482, 5.674, 32.700 False
123.153, 129.481, 5.741, 32.750 False
122.865, 129.481, 5.800, 32.800 False
122.575, 129.480, 5.839, 32.850 False
122.283, 129.480, 5.873, 32.900 False
121.990, 129.480, 5.873, 32.950 False
121.697, 129.479, 5.871, 33.000 False
121.405, 129.479, 5.860, 33.050 False
121.113, 129.479, 5.863, 33.100 False
120.820, 129.479, 5.858, 33.150 False
120.528, 129.478, 5.861, 33.200 False
120.235, 129.478, 5.850, 33.250 False
